,RegionName,NAME,CS,Latitude,Longitude
944298,31020,"Longview, WA","[0.3680344421414012 0.3680344421414012 0.3680344421414012
 0.3680344421414012 0.3680344421414012 -0.006588031349616462
 1.4465183474733954 1.3195242358070902 0.2392464818228462
 -0.26044571969280605]",46.373347,-123.05308
947430,31300,"Lumberton, NC","[-0.10205887189278001 -0.10205887189278001 -0.10205887189278001
 -0.10205887189278001 -0.10205887189278001 -2.347535170912734
 0.45946066715697875 -0.5630020952406258 -2.274671642223353
 -1.9469182302764887]",34.595364000000004,-79.197058
951867,31340,"Lynchburg, VA","[0.1388093625736094 0.1388093625736094 0.1388093625736094
 0.1388093625736094 0.1388093625736094 -0.24068274530592768
 1.6732748416001395 1.346135857840887 -0.3581638255050046
 1.4475234615701789]",37.79151,-78.98961
963090,31420,"Macon, GA","[0.4569405605266384 0.4569405605266384 0.4569405605266384
 0.4569405605266384 0.4569405605266384 -0.7809013159743393
 0.8462805689026016 0.45312857090033076 -0.819115769792459
 -0.4589259418104832]",33.294522,-83.97568000000003
971964,31540,"Madison, WI","[0.21117756484304998 0.21117756484304998 0.21117756484304998
 0.21117756484304998 0.21117756484304998 1.433994823766148
 2.006740274139469 2.546557459828575 1.6909146516030165 1.957152435187755]",43.150122,-89.92545
993366,31900,"Mansfield, OH","[0.7111704501398072 0.7111704501398072 0.7111704501398072
 0.7111704501398072 0.7111704501398072 0.047433825717224196
 1.6866134589017125 1.5883164073417153 -0.5398491293821513
 0.671184858527196]",40.493191,-82.56998
998586,31980,"Marion, IN","[0.8612948331567413 0.8612948331567413 0.8612948331567413
 0.8612948331567413 0.8612948331567413 0.299535825362484
 -1.301236816650682 1.269547768784894 -0.9030901470480875
 1.2338321370013596]",40.279375,-85.83761
1003284,32100,"Marquette, MI","[-0.32461546614183645 -0.32461546614183645 -0.32461546614183645
 -0.32461546614183645 -0.32461546614183645 1.3439583953214127
 0.5128151363632718 1.4828879730509565 -0.09030111287015262
 1.3038419563932213]",44.234322,-86.27234
1006938,32300,"Martinsville, VA","[0.43184435239121705 0.43184435239121705 0.43184435239121705
 0.43184435239121705 0.43184435239121705 -1.9873894571337927
 2.126787829853628 0.5238327496572363 -1.7688815273642202
 0.29659741596841993]",36.677075,-79.70604
1009809,32780,"Medford, OR","[0.4677615405716773 0.4677615405716773 0.4677615405716773
 0.4677615405716773 0.4677615405716773 0.4255868251851113
 0.40610619795068614 0.3435263005969892 -0.13423215282332862
 -0.30406807584293993]",42.676455,-123.324
1014507,32900,"Merced, CA","[0.5430030457525885 0.5430030457525885 0.5430030457525885
 0.5430030457525885 0.5430030457525885 -3.463986883627452
 1.366486643663956 0.23735214269617722 -0.2914249300009171
 0.17430499795389454]",37.100417,-120.27864
1021032,33220,"Midland, MI","[0.6907033559572864 0.6907033559572864 0.6907033559572864
 0.6907033559572864 0.6907033559572864 1.5060239665219346
 1.5132114339812612 1.685368980261067 0.8436546539219993
 1.0997078993138414]",43.87787,-84.42078000000002
1025469,33260,"Midland, TX","[-0.9933100592291185 -0.9933100592291185 -0.9933100592291185
 -0.9933100592291185 -0.9933100592291185 -0.7628940302853933
 2.8604117814401535 -0.5842505292531281 2.0067256969301255
 2.37880429093911]",31.995623,-102.08108
1028079,33660,"Mobile, AL","[0.23315229819320246 0.23315229819320246 0.23315229819320246
 0.23315229819320246 0.23315229819320246 -0.36673374512855755
 -0.0073909383980830246 0.6250475560951045 -0.7976038151251221
 -0.2066340973298071]",30.930065000000006,-88.00103
1038258,33700,"Modesto, CA","[0.5260921720163351 0.5260921720163351 0.5260921720163351
 0.5260921720163351 0.5260921720163351 -1.6092364576659055
 0.4861379017601255 0.38782815410065996 0.0724640381068063
 0.7069292402310223]",37.959439,-120.82329
1045827,33780,"Monroe, MI","[0.7139844837319143 0.7139844837319143 0.7139844837319143
 0.7139844837319143 0.7139844837319143 0.7677252532751064
 0.6328626920774303 2.014184593098655 0.6258137153931236
 1.8191968872188746]",42.008164,-83.664277
1052352,33860,"Montgomery, AL","[0.29431323069439413 0.29431323069439413 0.29431323069439413
 0.29431323069439413 0.29431323069439413 -0.04260260272751108
 0.8062647169978819 1.4184361434717732 -0.151856404839942
 0.4192938359434759]",32.903432,-85.92669000000002
1067229,34060,"Morgantown, WV","[-0.1373832471286415 -0.1373832471286415 -0.1373832471286415
 -0.1373832471286415 -0.1373832471286415 0.299535825362484
 0.9663281246167602 0.9259904598888751 -1.258944529677649
 1.3650872125890203]",39.436084,-79.87873
1075320,34100,"Morristown, TN","[0.25635818293520846 0.25635818293520846 0.25635818293520846
 0.25635818293520846 0.25635818293520846 -1.1410470297532804
 0.6061854574742841 0.797729076119187 -0.7346230321834007
 -0.42006207986633504]",36.320262,-83.32206
1081584,34340,"Mount Airy, NC","[0.1650190123335869 0.1650190123335869 0.1650190123335869
 0.1650190123335869 0.1650190123335869 -1.8793457430001113
 1.846676866520591 0.1534959785838479 0.05820912838748664
 0.9174187397331274]",36.390363,-80.58746
1084716,34620,"Muncie, IN","[0.7995602113219915 0.7995602113219915 0.7995602113219915
 0.7995602113219915 0.7995602113219915 0.20949939691774871
 -0.7810307418893276 1.057907179805284 -1.1421838600675853
 0.6155326069352909]",40.257082,-85.67299999999999
1090719,34900,"Napa, CA","[0.4429566127533927 0.4429566127533927 0.4429566127533927
 0.4429566127533927 0.4429566127533927 -0.9069523157969692
 2.1934809163614943 0.8912275500461251 2.942625315047639
 2.7164269913673627]",38.170372,-122.25605
1094634,35100,"New Bern, NC","[0.257108812911079 0.257108812911079 0.257108812911079 0.257108812911079
 0.257108812911079 -0.09662445979435175 0.39276758064911277
 0.5376534928313619 -0.05505260883692585 0.613181694409079]",35.260895,-77.56469
1102203,36020,"Oak Harbor, WA","[0.12477432287119052 0.12477432287119052 0.12477432287119052
 0.12477432287119052 0.12477432287119052 1.4880166808329887
 2.2201581509646404 2.0952350754013915 1.4948448479181924
 2.0132134387059644]",47.962134000000006,-122.40089
1104291,36100,"Ocala, FL","[0.6232600573125348 0.6232600573125348 0.6232600573125348
 0.6232600573125348 0.6232600573125348 -0.2046681739280356
 0.8329419516010282 -0.11942612828839616 -1.1336309142359935
 0.7688817846566958]",29.060711,-81.969048
1114470,36140,"Ocean City, NJ","[0.2767256774851885 0.2767256774851885 0.2767256774851885
 0.2767256774851885 0.2767256774851885 0.38957225380721927
 -1.1811892609365233 2.150513270348938 1.445600614342361 2.443443310485905]",39.092928,-74.72688000000002
1118907,36420,"Oklahoma City, OK","[-4.6199027604580225 -4.6199027604580225 -4.6199027604580225
 -4.6199027604580225 -4.6199027604580225 0.1734848255398541
 2.060094743345762 0.417635989446127 0.35134190825204165
 1.3161412939323456]",34.936221,-97.74453
1152315,36460,"Olean, NY","[0.2822364835252129 0.2822364835252129 0.2822364835252129
 0.2822364835252129 0.2822364835252129 0.22750668260669477
 2.180142299059921 1.3453073893698355 -0.30814205139902834
 0.9373495718655364]",42.582693,-78.40069
1162755,36500,"Olympia, WA","[0.14327392771061012 0.14327392771061012 0.14327392771061012
 0.14327392771061012 0.14327392771061012 1.1999001098098367
 0.5394923709664181 1.0901145330721564 1.6060331437288857
 0.855040114222178]",47.014718,-122.8819
1167453,36700,"Orangeburg, SC","[0.24955949629215401 0.24955949629215401 0.24955949629215401
 0.24955949629215401 0.24955949629215401 -0.7088721732185527
 -0.4742425439531448 -0.22640793026620587 -1.5111268416212493
 -1.0873039460664042]",33.354403000000005,-80.65134
1173978,36980,"Owensboro, KY","[-2.805437373009635 -2.805437373009635 -2.805437373009635
 -2.805437373009635 -2.805437373009635 -0.07861717410540571
 2.0334175087426156 1.0057917164016792 -0.23505324156542579
 0.5554148769358966]",37.753347,-87.17419
1179198,37020,"Owosso, MI","[0.5951557784268272 0.5951557784268272 0.5951557784268272
 0.5951557784268272 0.5951557784268272 0.4435941108740599
 -0.6743218034767426 1.612013794771768 -0.5993309799382216
 0.33923289294170544]",42.869478,-84.0761
1184418,37260,"Palatka, FL","[0.38145183075286454 0.38145183075286454 0.38145183075286454
 0.38145183075286454 0.38145183075286454 -1.6992728861106408
 2.0467561260441887 -0.6631843103257784 -1.5318612557584417
 -0.5354656088851859]",29.799631,-81.627324
1188855,37900,"Peoria, IL","[0.07121924822367381 0.07121924822367381 0.07121924822367381
 0.07121924822367381 0.07121924822367381 0.7677252532751064
 1.2464390879497973 1.9899470789628724 0.9878884222638427
 1.9821223349274928]",40.963663,-88.97932
1211823,38300,"Pittsburgh, PA","[-3.4623440791964035 -3.4623440791964035 -3.4623440791964035
 -3.4623440791964035 -3.4623440791964035 0.9838126815424716
 0.6595399266805766 2.3140642876538493 0.6017099589586377
 1.465431467893225]",40.603966,-80.28775999999998
1314135,38340,"Pittsfield, MA","[0.15168826999512466 0.15168826999512466 0.15168826999512466
 0.15168826999512466 0.15168826999512466 0.7317106818972118
 1.9000313357268837 3.248549791092966 0.08594140729598124
 0.6776889450958823]",42.174313,-72.94828000000003
1324575,38460,"Plattsburgh, NY","[-1.3985800746830017 -1.3985800746830017 -1.3985800746830017
 -1.3985800746830017 -1.3985800746830017 -0.07861717410540571
 2.340205706678799 2.759927295272032 0.8183845866922963 0.783832263961242]",44.693271,-73.46616999999998
1331883,38540,"Pocatello, ID","[0.053847031925956385 0.053847031925956385 0.053847031925956385
 0.053847031925956385 0.053847031925956385 0.929790824475631
 1.1664073841403582 0.7180149773653213 -0.44537795496956933
 1.0211600609125244]",42.883214,-112.43968
1335537,38820,"Port Angeles, WA","[0.311722937782203 0.311722937782203 0.311722937782203 0.311722937782203
 0.311722937782203 0.965805395853523 0.7128943958868696 0.9781086268305614
 -0.43552910825440305 0.552505695374836]",48.066605,-124.30909
1338147,38940,"Port St. Lucie, FL","[0.5515022097595854 0.5515022097595854 0.5515022097595854
 0.5515022097595854 0.5515022097595854 -0.07861717410540571
 0.5261537536648447 -0.015056910907884191 1.4426200423101396
 3.3693611514393225]",26.900359,-80.60368000000003
1346499,39020,"Portsmouth, OH","[0.4961966084552138 0.4961966084552138 0.4961966084552138
 0.4961966084552138 0.4961966084552138 -0.9069523157969692
 -1.7414111876025982 0.5084683787931761 -0.45742983318681235
 2.9718120260284957]",38.789223,-83.3192
1351458,39060,"Pottsville, PA","[0.15499161218148055 0.15499161218148055 0.15499161218148055
 0.15499161218148055 0.15499161218148055 -0.006588031349616462
 1.4865341993781147 1.6426142137047326 -0.1023529910873956
 0.9660003306391169]",40.68514,-76.2139
1366857,39140,"Prescott, AZ","[0.42668687176749864 0.42668687176749864 0.42668687176749864
 0.42668687176749864 0.42668687176749864 0.5156232536298466
 2.1934809163614943 0.5109102808101545 -0.23466447130035345
 1.1670107447826217]",34.10865,-112.10088
1375731,39380,"Pueblo, CO","[0.21063999941368028 0.21063999941368028 0.21063999941368028
 0.21063999941368028 0.21063999941368028 0.11946296847301344
 -0.994448618714499 1.216657850545023 -0.5940177863155661
 0.24105776082874475]",38.282872,-104.57029
1379646,39460,"Punta Gorda, FL","[0.5994747158658216 0.5994747158658216 0.5994747158658216
 0.5994747158658216 0.5994747158658216 0.4075795394961653
 -2.901870892839465 0.6469673472727613 -0.07760128421112239
 1.769701918276846]",26.711647,-81.865
1384605,39540,"Racine, WI","[0.3210029324942604 0.3210029324942604 0.3210029324942604
 0.3210029324942604 0.3210029324942604 0.26352125398458937
 0.4461220498554058 1.4254973528960189 0.7850799339844313
 0.7399054681101773]",42.662671,-88.28132
1389564,39660,"Rapid City, SD","[0.020063520693917883 0.020063520693917883 0.020063520693917883
 0.020063520693917883 0.020063520693917883 0.7857325389640525
 2.2334967682662135 1.5775127027137463 0.5879734095927478
 1.9052519082464006]",44.947869,-102.02661
1397655,39740,"Reading, PA","[0.1102921830400031 0.1102921830400031 0.1102921830400031
 0.1102921830400031 0.1102921830400031 -0.45677017357329286
 1.29979355715609 1.7261237494339239 0.8003715644106106 1.316528221698872]",40.45253,-76.42443
1415403,39820,"Redding, CA","[0.5500125623998747 0.5500125623998747 0.5500125623998747
 0.5500125623998747 0.5500125623998747 0.33555039674037607
 0.7529102477915894 0.5225191743069989 -0.05233121698141937
 2.0923554702895863]",40.56816,-122.41519
1424277,39980,"Richmond, IN","[0.841005896720697 0.841005896720697 0.841005896720697 0.841005896720697
 0.841005896720697 -0.42075560219539826 1.9533858049331765
 -0.3548755128100334 -1.6147989123072104 0.7383911743737257]",39.757864,-84.848442
1429497,40060,"Richmond, VA","[0.1712555461272394 0.1712555461272394 0.1712555461272394
 0.1712555461272394 0.1712555461272394 0.10145568278406485
 1.1930846187435047 1.2874031248866558 1.4155357138434321
 1.793514984806294]",38.236023,-77.46110999999998
1466298,40220,"Roanoke, VA","[0.08090501086326163 0.08090501086326163 0.08090501086326163
 0.08090501086326163 0.08090501086326163 0.06544111140617023
 2.0334175087426156 1.3449672972729125 0.1462007983821961
 1.619943985589447]",37.274175,-79.95786
1478826,40260,"Roanoke Rapids, NC","[0.4468500570297708 0.4468500570297708 0.4468500570297708
 0.4468500570297708 0.4468500570297708 -1.6812656004216922
 0.739571630490016 0.7579856984449397 -2.062532667582205
 -2.8168095285269064]",36.416472,-77.23116999999998
1485351,40340,"Rochester, MN","[0.36330373804017185 0.36330373804017185 0.36330373804017185
 0.36330373804017185 0.36330373804017185 1.325951109632464
 2.1401264471552013 2.5264718775798665 2.3180010891647234
 2.4065784307691764]",44.408846,-92.63312
1494486,40380,"Rochester, NY","[-2.8187683592778114 -2.8187683592778114 -2.8187683592778114
 -2.8187683592778114 -2.8187683592778114 0.6596815391414251
 1.0063439765214799 2.4891726513184964 0.6291830576904174
 1.260184488324656]",43.235909,-76.71545
1529199,40420,"Rockford, IL","[0.46592007536395336 0.46592007536395336 0.46592007536395336
 0.46592007536395336 0.46592007536395336 0.06544111140617023
 0.19268832112551493 1.4340737594999502 0.622185192919115
 0.8815294490761842]",42.424338,-88.61431
1538334,40580,"Rocky Mount, NC","[0.3420069135587459 0.3420069135587459 0.3420069135587459
 0.3420069135587459 0.3420069135587459 -1.4651781721543296
 1.0330212111246262 0.04207737881841411 -1.1049915047089969
 -0.8124868294114913]",35.777862,-78.19889
1544859,40660,"Rome, GA","[0.4175444510650302 0.4175444510650302 0.4175444510650302
 0.4175444510650302 0.4175444510650302 -1.5732218862880107
 0.12599523461764894 -0.0943159290204012 -1.0373454785864071
 0.022109175615068866]",34.368647,-84.92452
1548774,40700,"Roseburg, OR","[0.17076388094199832 0.17076388094199832 0.17076388094199832
 0.17076388094199832 0.17076388094199832 0.10145568278406485
 -0.5142583958578639 1.0668985240733075 -0.7890508692935304
 -0.975802269055607]",42.790958,-123.14894
1556343,40780,"Russellville, AR","[-0.5689991571442846 -0.5689991571442846 -0.5689991571442846
 -0.5689991571442846 -0.5689991571442846 -1.0870251726864397
 2.513607731599251 0.4648669882247759 -0.5341471654944235
 1.7427184475127917]",35.320423,-92.7496
1562607,41060,"St. Cloud, MN","[0.2927180006470659 0.2927180006470659 0.2927180006470659
 0.2927180006470659 0.2927180006470659 0.8577616817198417
 1.713290693504859 2.5753241959193875 1.130955879810469 2.3379539957786397]",45.387625,-94.0599
1573830,41100,"St. George, UT","[0.5232605826507369 0.5232605826507369 0.5232605826507369
 0.5232605826507369 0.5232605826507369 0.8757689674087877
 0.9930053592199065 0.36134833294468804 -0.2603233087951288
 2.0487795058524236]",37.75164,-113.16557
1579572,41420,"Salem, OR","[0.21136764796318136 0.21136764796318136 0.21136764796318136
 0.21136764796318136 0.21136764796318136 -0.18666088823908702
 0.2060269384270883 0.4460046721917392 -0.02459893807292478
 -0.9336564352593206]",45.234609000000006,-122.79749
1590534,41500,"Salinas, CA","[0.6512528863442187 0.6512528863442187 0.6512528863442187
 0.6512528863442187 0.6512528863442187 -3.0318120270927214
 1.8066610146158713 -0.40732666167337084 1.589186432242417
 2.1816895508060226]",35.834919,-120.98093
1599147,41540,"Salisbury, MD","[0.37126283217905426 0.37126283217905426 0.37126283217905426
 0.37126283217905426 0.37126283217905426 -0.34872645943961156
 1.63325898969542 1.6112210053263638 0.4550139789380027 0.8122574181246656]",38.369675,-75.61214
1606455,41620,"Salt Lake City, UT","[0.40488739983460476 0.40488739983460476 0.40488739983460476
 0.40488739983460476 0.40488739983460476 0.4435941108740599
 1.4998728166796877 0.6692531831948891 1.842146284716162
 1.9171536632087995]",40.563896,-112.1281
1622898,41780,"Sandusky, OH","[0.6656430975726583 0.6656430975726583 0.6656430975726583
 0.6656430975726583 0.6656430975726583 0.33555039674037607
 1.6065817550922734 1.9563751502645341 -0.149264603072793
 1.283020912636838]",41.601343,-82.69744
1626813,42140,"Santa Fe, NM","[0.5627970735787268 0.5627970735787268 0.5627970735787268
 0.5627970735787268 0.5627970735787268 0.047433825717224196
 0.739571630490016 -0.7978225026499781 0.631645269369209 1.475900427224]",35.409522,-106.15202
1631772,42340,"Savannah, GA","[0.30202236895936774 0.30202236895936774 0.30202236895936774
 0.30202236895936774 0.30202236895936774 0.2815285396735354
 1.1930846187435047 0.3375102590679082 0.15721595589257947
 1.90947236810725]",32.567281,-81.48626999999998
1638297,42620,"Searcy, AR","[-1.119072786972802 -1.119072786972802 -1.119072786972802
 -1.119072786972802 -1.119072786972802 -0.45677017357329286
 2.7803800776307144 0.186995566699109 -0.9062003091686665
 1.1576164451325832]",35.321261,-91.54989
1644039,42700,"Sebring, FL","[0.6440107538691824 0.6440107538691824 0.6440107538691824
 0.6440107538691824 0.6440107538691824 -0.9069523157969692
 -0.0740840249059489 0.6172600254993832 -1.440111473201366
 1.2664517140090823]",27.60047,-81.50932
1646910,42860,"Seneca, SC","[0.7286616983650755 0.7286616983650755 0.7286616983650755
 0.7286616983650755 0.7286616983650755 -1.1230397440643345
 -1.3812685204601216 0.3774488458330787 -1.09669773905412
 0.9389640129261221]",34.505005,-82.99703000000002
1650564,42940,"Sevierville, TN","[0.39153119223352484 0.39153119223352484 0.39153119223352484
 0.39153119223352484 0.39153119223352484 -0.45677017357329286
 2.1534650644567743 -0.26467060763902395 -1.3346251412784007
 1.190776879578735]",35.820011,-83.24441
1653957,43100,"Sheboygan, WI","[0.37670292839703695 0.37670292839703695 0.37670292839703695
 0.37670292839703695 0.37670292839703695 0.4255868251851113
 0.4727992844585521 2.2589026236467555 -0.44136066223048837
 0.04891720690260137]",43.61014,-88.03047
1659177,43140,"Shelby, NC","[0.42774214778650205 0.42774214778650205 0.42774214778650205
 0.42774214778650205 0.42774214778650205 -0.816915887352234
 -0.4609039266515713 0.5288463297393338 0.7844319835426441
 0.8462603987326327]",35.254223,-81.65456
1663353,43320,"Show Low, AZ","[0.6320112692514636 0.6320112692514636 0.6320112692514636
 0.6320112692514636 0.6320112692514636 -1.285105315264859
 -0.8210465937940474 -0.048788710673685065 -1.4964831616368575
 -1.385630432559719]",34.271427,-110.03676000000002
1670661,43740,"Somerset, PA","[-0.01213452411570334 -0.01213452411570334 -0.01213452411570334
 -0.01213452411570334 -0.01213452411570334 -0.1506463168611924
 0.6728785439821501 2.064598035848165 0.0540622455600482
 1.2942566394612116]",39.751296,-79.35113
1682667,43900,"Spartanburg, SC","[0.1632112814829969 0.1632112814829969 0.1632112814829969
 0.1632112814829969 0.1632112814829969 -0.9969887442417046
 0.9663281246167602 0.17131024758775126 -0.64365079015647
 0.9483469672024225]",34.940921,-81.98682
1692324,44060,"Spokane, WA","[0.10618911660978068 0.10618911660978068 0.10618911660978068
 0.10618911660978068 0.10618911660978068 1.073849109987207
 1.2864549398545169 1.3698496234067405 0.2304343558145395
 0.2836751385272902]",47.642922,-117.59149
1705113,44100,"Springfield, IL","[-1.1780596016276896 -1.1780596016276896 -1.1780596016276896
 -1.1780596016276896 -1.1780596016276896 0.9117835387866824
 -0.16745434601696108 2.0067907138277077 1.2667662924090781
 1.833610358734735]",39.861289,-89.37836
1714770,44140,"Springfield, MA","[0.24111906097507133 0.24111906097507133 0.24111906097507133
 0.24111906097507133 0.24111906097507133 0.19149211122880014
 1.153068766838785 3.1831422597177133 0.7367428310271019
 0.19330827489882907]",42.07061,-72.62029
1740609,44180,"Springfield, MO","[0.18073100265723016 0.18073100265723016 0.18073100265723016
 0.18073100265723016 0.18073100265723016 0.31754311105143
 0.07264076541135633 0.8839775187943777 -0.4642981078697572
 1.0180975376169683]",37.678528,-92.64733
1757835,44220,"Springfield, OH","[0.5850383252545588 0.5850383252545588 0.5850383252545588
 0.5850383252545588 0.5850383252545588 0.08344839709511882
 -0.861062445698767 1.4005552311050162 -0.8640835304524948
 -0.1794882478503228]",40.00036400000001,-83.62142
1763316,44300,"State College, PA","[-1.6989864343635566 -1.6989864343635566 -1.6989864343635566
 -1.6989864343635566 -1.6989864343635566 0.9838126815424716
 1.5398886685844075 2.3523362333950626 0.6431787872330221
 2.3274930998097116]",40.85258,-78.28335
1772712,44340,"Statesboro, GA","[0.31255725360867276 0.31255725360867276 0.31255725360867276
 0.31255725360867276 0.31255725360867276 -0.33071917375066295
 1.3398094090608097 0.6405370115756552 -1.294581803975948
 1.025210709854449]",32.3456,-81.62339
1775844,44620,"Stevens Point, WI","[0.4725796453063941 0.4725796453063941 0.4725796453063941
 0.4725796453063941 0.4725796453063941 1.0378345386093122
 1.5932431377907004 2.481133316456899 -0.08174816703856083
 1.418174345007741]",44.421111,-89.30618
1781325,44660,"Stillwater, OK","[-0.48949278852913547 -0.48949278852913547 -0.48949278852913547
 -0.48949278852913547 -0.48949278852913547 0.6236669677635305
 2.180142299059921 1.1329046448010796 -1.2978215561848845
 1.9270791516117318]",35.975057,-97.25088
1785240,44700,"Stockton, CA","[0.6350881477446376 0.6350881477446376 0.6350881477446376
 0.6350881477446376 0.6350881477446376 -1.5192000292211703
 0.739571630490016 0.31515846778446677 0.6319044495459238
 1.292885893994803]",37.672196,-121.298794
1795158,44980,"Sunbury, PA","[0.5480533433860263 0.5480533433860263 0.5480533433860263
 0.5480533433860263 0.5480533433860263 -0.06060988841645712
 0.2593814076333809 1.5902085116519216 -0.6347090740598058
 1.5687716510709397]",40.644085,-76.87648
1802466,45060,"Syracuse, NY","[-0.21916393480741755 -0.21916393480741755 -0.21916393480741755
 -0.21916393480741755 -0.21916393480741755 0.5156232536298466
 1.1397301495372119 2.449637319651179 0.7014943269938752
 1.1286645830516415]",42.823968,-76.062425
1833003,45220,"Tallahassee, FL","[0.4204703885275554 0.4204703885275554 0.4204703885275554
 0.4204703885275554 0.4204703885275554 0.5696451106966899
 0.6995557785852964 1.0992095306320684 -0.1465432112172865
 1.0031271269767288]",30.431283,-84.26903
1841355,45460,"Terre Haute, IN","[0.8075780812442325 0.8075780812442325 0.8075780812442325
 0.8075780812442325 0.8075780812442325 0.029426540028278162
 1.7799837800127252 0.7279229494072627 -0.6229163760192777
 0.8003266914224572]",39.232338,-87.03271
1854405,45540,"The Villages, FL","[0.1521250189205596 0.1521250189205596 0.1521250189205596
 0.1521250189205596 0.1521250189205596 0.13747025416195946
 1.366486643663956 1.5377320324008341 -0.0871909507495738
 2.5085403102454675]",28.930573,-81.93806000000002
1857537,45780,"Toledo, OH","[0.571188457388447 0.571188457388447 0.571188457388447 0.571188457388447
 0.571188457388447 0.5336305393187952 -0.20747019792168087
 1.7387601231998233 -0.32550712323892683 0.5205576526635654]",41.388519,-83.65795
1881549,45860,"Torrington, CT","[0.36748777802738763 0.36748777802738763 0.36748777802738763
 0.36748777802738763 0.36748777802738763 0.6776888248303712
 0.07264076541135633 2.3598727171038174 2.82664218596772 2.527303022198039]",42.02351,-73.31103
1893816,46060,"Tucson, AZ","[0.8613599196283619 0.8613599196283619 0.8613599196283619
 0.8613599196283619 0.8613599196283619 0.1554775398509055
 0.6995557785852964 0.8451682272167189 -0.1404524770644863
 0.8344722287665822]",32.331853,-112.78694
1907910,46100,"Tullahoma, TN","[-0.1624963521368894 -0.1624963521368894 -0.1624963521368894
 -0.1624963521368894 -0.1624963521368894 -0.4387628878843468
 1.5932431377907004 0.871989497720156 -0.6862859292260715
 0.568022406462599]",35.64279699999999,-86.1669
1914696,46140,"Tulsa, OK","[-0.8313661160790344 -0.8313661160790344 -0.8313661160790344
 -0.8313661160790344 -0.8313661160790344 0.26352125398458937
 1.6065817550922734 0.26111061826086757 0.27514293629786024
 1.498238967753632]",36.323723,-97.00904
1943145,46180,"Tupelo, MS","[-0.21809011199047754 -0.21809011199047754 -0.21809011199047754
 -0.21809011199047754 -0.21809011199047754 -1.1230397440643345
 1.5265500512828343 0.7845897558121151 -0.868489593456648
 1.113145655217914]",34.489085,-88.99973
1950975,46220,"Tuscaloosa, AL","[0.2934033645934338 0.2934033645934338 0.2934033645934338
 0.2934033645934338 0.2934033645934338 -0.2947046023727709
 1.1263915322356386 1.4958033984871482 -0.9196776783578413
 1.0887031860540064]",33.451714,-87.23957
1961937,46380,"Ukiah, CA","[0.5699715851216508 0.5699715851216508 0.5699715851216508
 0.5699715851216508 0.5699715851216508 -0.07861717410540571
 1.6732748416001395 0.4050068964242971 -0.5801516468613188
 1.5121622735315756]",39.216157,-123.71376
1969506,46660,"Valdosta, GA","[0.34728277906785765 0.34728277906785765 0.34728277906785765
 0.34728277906785765 0.34728277906785765 -0.7809013159743393
 0.5394923709664181 -0.5789491378005516 -1.2168277509614773
 -0.19208092823664757]",30.807279,-83.28661
1974987,47580,"Warner Robins, GA","[0.23167378327798163 0.23167378327798163 0.23167378327798163
 0.23167378327798163 0.23167378327798163 0.461601396563006
 1.4331797301718219 1.2500887307968047 1.1159234295610048
 1.0567192917430686]",32.556668,-83.62435
1978641,47700,"Warsaw, IN","[-0.9441306136632568 -0.9441306136632568 -0.9441306136632568
 -0.9441306136632568 -0.9441306136632568 -0.024595317038565052
 1.7933223973142982 1.0043948562724696 0.44775693398998545
 1.6796092879068798]",41.259773,-85.97379000000002
1984644,48140,"Wausau, WI","[0.0624647354922939 0.0624647354922939 0.0624647354922939
 0.0624647354922939 0.0624647354922939 0.5336305393187952
 -0.27416328442954674 1.9471359276373428 0.8518188294885188
 2.017849107217014]",44.958382,-89.6693
1992474,48580,"Whitewater, WI","[0.0281948712590986 0.0281948712590986 0.0281948712590986
 0.0281948712590986 0.0281948712590986 0.6416742534524765 2.26017400286936
 1.7987090475992835 -0.5402378996472238 2.3364194178292492]",42.662671,-88.28132
1997433,48700,"Williamsport, PA","[-0.8901123951769749 -0.8901123951769749 -0.8901123951769749
 -0.8901123951769749 -0.8901123951769749 0.1734848255398541
 0.19268832112551493 2.231750901179935 -0.017601073301622406
 1.509480751785367]",41.557848,-77.13755
2003958,48900,"Wilmington, NC","[0.37398255274540987 0.37398255274540987 0.37398255274540987
 0.37398255274540987 0.37398255274540987 0.4435941108740599
 0.21936555572866168 0.5979175394517819 0.5382108156634865
 1.4458541298707852]",34.235219,-77.94134
2014137,48980,"Wilson, NC","[0.2047313389253971 0.2047313389253971 0.2047313389253971
 0.2047313389253971 0.2047313389253971 -1.4651781721543296
 0.6595399266805766 -0.03161640829999457 -1.1437389411278747
 0.31015480784436567]",35.606392,-78.13755
2018835,49180,"Winston-Salem, NC","[0.1506078683140499 0.1506078683140499 0.1506078683140499
 0.1506078683140499 0.1506078683140499 -0.38474103081750616
 0.7929260996963086 0.4565050307035843 -0.4654644186649743
 1.0976720739051784]",35.954679,-80.44131999999998
2030319,49300,"Wooster, OH","[0.4685454399369764 0.4685454399369764 0.4685454399369764
 0.4685454399369764 0.4685454399369764 -0.006588031349616462
 2.206819533663067 1.1066625837704525 0.27216236426563883
 1.600406105696976]",41.017522,-81.61616
2037105,49340,"Worcester, MA","[0.3475881223871251 0.3475881223871251 0.3475881223871251
 0.3475881223871251 0.3475881223871251 0.5696451106966899
 0.9396508900136139 3.0861878805847653 2.158864460661773
 1.3750387359337328]",42.412094,-72.10443000000002
